snapshot,bids_price,asks_price,timestamps,simple_mid_price,mid_price,spread,imbalance
548,76917.51,76917.52,18:50:50,76917.515,76917.51252416111,0.010000000009313226,-0.2826074301113166
549,76917.51,76917.52,18:50:55,76917.515,76917.51810184134,0.010000000009313226,0.1581659639933319
550,76917.51,76917.52,18:51:00,76917.515,76917.51834530201,0.010000000009313226,0.26420299538253045
551,76922.68,76922.69,18:51:05,76922.685,76922.68762507215,0.010000000009313226,0.5209292148957285
552,76922.68,76922.69,18:51:10,76922.685,76922.68774892445,0.010000000009313226,0.2982590437923492
553,76922.68,76922.69,18:51:15,76922.685,76922.6854653602,0.010000000009313226,0.05072504124170638
554,76922.68,76922.69,18:51:20,76922.685,76922.68848229363,0.010000000009313226,0.08225005952735258
555,76922.68,76922.69,18:51:25,76922.685,76922.68848664139,0.010000000009313226,0.39660149164839315
556,76922.92,76922.93,18:51:30,76922.92499999999,76922.92998234056,0.00999999999476131,0.7662886410945179
557,76931.15,76931.16,18:51:35,76931.155,76931.15990482522,0.010000000009313226,0.8297393544299965
558,76931.15,76931.16,18:51:40,76931.155,76931.15973634837,0.010000000009313226,0.823011489758597
559,76915.8,76915.81,18:51:45,76915.805,76915.8040471859,0.00999999999476131,-0.15672935364734025
560,76915.8,76915.81,18:51:50,76915.805,76915.80698505048,0.00999999999476131,0.005442389847988532
561,76915.8,76915.81,18:51:55,76915.805,76915.80838141157,0.00999999999476131,0.07762952341640608
562,76915.8,76915.81,18:52:00,76915.805,76915.80959583148,0.00999999999476131,0.16811705573788363
563,76915.8,76915.81,18:52:05,76915.805,76915.80865761364,0.00999999999476131,-0.03348993398044437
564,76915.84,76915.85,18:52:11,76915.845,76915.84992331277,0.010000000009313226,0.557375558211028
565,76929.94,76930.22,18:52:15,76930.08,76930.21988306535,0.27999999999883585,0.7685758225982914
566,76935.31,76935.32,18:52:20,76935.315,76935.3137086276,0.010000000009313226,0.04680871234564973
567,76935.31,76935.32,18:52:25,76935.315,76935.31131585779,0.010000000009313226,-0.29385905823122144
568,76922.74,76922.75,18:52:30,76922.745,76922.74599346954,0.00999999999476131,-0.14406012167419846
569,76928.38,76928.39,18:52:35,76928.38500000001,76928.38773512433,0.00999999999476131,0.3708816357690328
570,76928.38,76928.39,18:52:40,76928.38500000001,76928.38943162879,0.00999999999476131,0.4243010904211137
571,76944.94,76944.95,18:52:46,76944.945,76944.9476993788,0.00999999999476131,0.6456523356033358
572,76944.94,76944.95,18:52:50,76944.945,76944.94724551949,0.00999999999476131,0.6126263494881382
573,76944.94,76944.95,18:52:55,76944.945,76944.94821045312,0.00999999999476131,0.6324398924052583
574,76941.58,76941.59,18:53:00,76941.58499999999,76941.5802654817,0.00999999999476131,-0.1980800351518269
575,76924.07,76924.08,18:53:05,76924.07500000001,76924.07042112626,0.00999999999476131,-0.4642381547488932
576,76919.25,76919.26,18:53:10,76919.255,76919.25326803309,0.00999999999476131,-0.053296425184228294
577,76919.25,76919.26,18:53:15,76919.255,76919.25702628492,0.00999999999476131,0.2417289251542832
578,76919.25,76919.26,18:53:20,76919.255,76919.25770211138,0.00999999999476131,0.2288258700183163
579,76919.25,76919.26,18:53:25,76919.255,76919.2582393139,0.00999999999476131,0.34145731168391275
580,76919.25,76919.26,18:53:30,76919.255,76919.25912726895,0.00999999999476131,0.28356822003527943
581,76928.97,76928.98,18:53:35,76928.975,76928.97860347378,0.00999999999476131,0.43567789320144346
582,76919.25,76919.26,18:53:40,76919.255,76919.25347280058,0.00999999999476131,-0.46374126232167623
583,76919.25,76919.26,18:53:45,76919.255,76919.25483128405,0.00999999999476131,-0.22438310879285378
584,76919.25,76919.26,18:53:50,76919.255,76919.25529992371,0.00999999999476131,-0.10320395524465752
585,76919.25,76919.26,18:53:55,76919.255,76919.25480442891,0.00999999999476131,-0.15158162298390448
586,76919.25,76919.26,18:54:01,76919.255,76919.2533425105,0.00999999999476131,-0.44227327205622546
587,76919.25,76919.26,18:54:05,76919.255,76919.2544628087,0.00999999999476131,-0.4409134555302627
588,76919.25,76919.26,18:54:10,76919.255,76919.25365724342,0.00999999999476131,-0.44032469913684885
589,76919.25,76919.26,18:54:15,76919.255,76919.25297096615,0.00999999999476131,-0.4539134680402773
590,76914.77,76914.78,18:54:21,76914.775,76914.77340137897,0.00999999999476131,-0.2934786082511098
591,76908.48,76908.49,18:54:25,76908.485,76908.4825874502,0.010000000009313226,-0.6270030317330569
592,76908.48,76908.49,18:54:30,76908.485,76908.48201033258,0.010000000009313226,-0.582733724306806
593,76903.89,76903.9,18:54:36,76903.89499999999,76903.89028757645,0.00999999999476131,-0.784733776245197
594,76903.89,76903.9,18:54:40,76903.89499999999,76903.89704579007,0.00999999999476131,0.031114716750839547
595,76903.89,76903.9,18:54:45,76903.89499999999,76903.89849715833,0.00999999999476131,0.024275069845692773
596,76903.89,76903.9,18:54:51,76903.89499999999,76903.89878899092,0.00999999999476131,0.2842643676654053
597,76903.89,76903.9,18:54:56,76903.89499999999,76903.89884815787,0.00999999999476131,0.11194223775409047
598,76903.89,76903.9,18:55:01,76903.89499999999,76903.89875852138,0.00999999999476131,0.07918380831766628
599,76961.96,76961.97,18:55:06,76961.965,76961.96000966287,0.00999999999476131,-0.381865159457342
600,76949.02,76949.03,18:55:11,76949.025,76949.0220220415,0.00999999999476131,-0.5450981279068532
601,76967.73,76967.74,18:55:16,76967.735,76967.73999344178,0.010000000009313226,0.8934645385147717
602,76961.28,76961.29,18:55:20,76961.285,76961.28086462959,0.00999999999476131,-0.6232163916612206
603,76953.42,76953.43,18:55:25,76953.42499999999,76953.42912337517,0.00999999999476131,-0.07944398066932366
604,76964.51,76964.52,18:55:31,76964.515,76964.51989297463,0.010000000009313226,0.5403185641412724
605,76969.37,76969.38,18:55:36,76969.375,76969.37675768875,0.010000000009313226,0.2565253951274758
606,76964.51,76964.52,18:55:41,76964.515,76964.51552630642,0.010000000009313226,-0.025345709447670943
607,76964.51,76964.52,18:55:45,76964.515,76964.51498469495,0.010000000009313226,-0.0011328226538860708
608,76969.2,76969.21,18:55:51,76969.205,76969.20802085237,0.010000000009313226,0.5140348896182809
609,76969.2,76969.21,18:55:56,76969.205,76969.20536405704,0.010000000009313226,0.30344932054072016
610,76961.28,76961.29,18:56:01,76961.285,76961.28799225713,0.00999999999476131,0.4393452760376598
611,76973.31,76973.32,18:56:05,76973.315,76973.3193793002,0.010000000009313226,0.7200584696111034
612,76973.31,76973.32,18:56:11,76973.315,76973.31636823257,0.010000000009313226,0.34193213400443184
613,76973.31,76973.32,18:56:15,76973.315,76973.3195454459,0.010000000009313226,0.5556079653313463
614,76973.31,76973.32,18:56:21,76973.315,76973.31742797427,0.010000000009313226,0.5136798021363614
615,76973.31,76973.32,18:56:26,76973.315,76973.31691652199,0.010000000009313226,0.48608962325220095
616,76973.31,76973.32,18:56:31,76973.315,76973.3181048007,0.010000000009313226,0.6980995489372057
617,76978.69,76978.7,18:56:36,76978.695,76978.6958074369,0.00999999999476131,0.47330721484033866
618,76978.69,76978.7,18:56:40,76978.695,76978.69546833538,0.00999999999476131,0.5681150756551101
619,76978.69,76978.7,18:56:46,76978.695,76978.69999445924,0.00999999999476131,0.7765789279834039
620,76979.48,76979.49,18:56:51,76979.485,76979.48996646532,0.010000000009313226,0.8122623452330499
621,76984.02,76984.03,18:56:56,76984.025,76984.02881277574,0.00999999999476131,0.6077844099827988
622,76996.34,76996.35,18:57:01,76996.345,76996.34882380687,0.010000000009313226,0.7787134833401225
623,76996.34,76996.35,18:57:06,76996.345,76996.34881463682,0.010000000009313226,0.7551414787086613
624,77012.82,77012.83,18:57:11,77012.82500000001,77012.82014795164,0.00999999999476131,-0.4776414884848304
625,77012.82,77012.83,18:57:16,77012.82500000001,77012.82170945671,0.00999999999476131,-0.17703157909113212
626,77012.82,77012.83,18:57:21,77012.82500000001,77012.82410286911,0.00999999999476131,0.307656534528646
627,77040.89,77040.9,18:57:26,77040.89499999999,77040.89999485757,0.00999999999476131,0.8981015366964608
628,77046.23,77046.24,18:57:31,77046.235,77046.238366695,0.010000000009313226,0.6877533481121347
629,77055.7,77055.71,18:57:36,77055.705,77055.7071192848,0.010000000009313226,0.6963878976898317
630,77065.79,77065.8,18:57:41,77065.795,77065.79374113523,0.010000000009313226,0.4188958836515438
631,77097.74,77097.75,18:57:46,77097.745,77097.7442497415,0.00999999999476131,0.6165889150244594
632,77093.6,77093.61,18:57:51,77093.60500000001,77093.60358865302,0.00999999999476131,0.3037187776897008
633,77093.6,77093.61,18:57:56,77093.60500000001,77093.60672387078,0.00999999999476131,0.5541904248767935
634,77103.96,77103.97,18:58:01,77103.965,77103.96465388271,0.00999999999476131,0.439054717586524
635,77080.0,77080.01,18:58:06,77080.005,77080.00164621216,0.00999999999476131,-0.08356724686339338
636,77066.2,77066.21,18:58:11,77066.205,77066.20784009152,0.010000000009313226,0.1219898631663335
637,77071.6,77071.61,18:58:16,77071.60500000001,77071.60419494359,0.00999999999476131,0.03795150341432932
638,77085.6,77085.61,18:58:21,77085.60500000001,77085.60360294148,0.00999999999476131,0.3969141555348453
639,77068.18,77068.19,18:58:26,77068.185,77068.18385927848,0.010000000009313226,-0.22488258507903114
640,77068.18,77068.19,18:58:31,77068.185,77068.18630673012,0.010000000009313226,0.16806719106695883
641,77068.18,77068.19,18:58:36,77068.185,77068.18584503683,0.010000000009313226,0.007974299912501611
642,77068.18,77068.19,18:58:41,77068.185,77068.18562902846,0.010000000009313226,-0.0032734378327800625
643,77068.18,77068.19,18:58:46,77068.185,77068.18584442699,0.010000000009313226,0.0692153850210751
644,77047.97,77047.98,18:58:51,77047.975,77047.97046961935,0.00999999999476131,-0.6354796032072964
645,77046.24,77046.25,18:58:56,77046.245,77046.24594983214,0.00999999999476131,0.1289882413870781
646,77046.24,77046.25,18:59:01,77046.245,77046.24727838315,0.00999999999476131,0.24541356938385095
647,77046.24,77046.25,18:59:06,77046.245,77046.24842272962,0.00999999999476131,0.26853293154203217
648,77046.24,77046.25,18:59:11,77046.245,77046.24588898446,0.00999999999476131,-0.033896819949364526
649,77046.24,77046.25,18:59:16,77046.245,77046.2492033768,0.00999999999476131,0.24529756882268208
650,77046.24,77046.25,18:59:21,77046.245,77046.24287600415,0.00999999999476131,-0.4164839682104689
651,77027.38,77027.39,18:59:26,77027.38500000001,77027.38713091922,0.00999999999476131,-0.1839337243405226
652,77027.38,77027.39,18:59:31,77027.38500000001,77027.38667285389,0.00999999999476131,-0.1872310084445097
653,77027.38,77027.39,18:59:36,77027.38500000001,77027.38357271324,0.00999999999476131,-0.34887456105596054
654,77027.38,77027.39,18:59:41,77027.38500000001,77027.38614146742,0.00999999999476131,-0.23859800213169577
655,77036.17,77036.18,18:59:46,77036.17499999999,77036.17981733622,0.00999999999476131,0.582140493471971
656,77039.79,77039.8,18:59:51,77039.795,77039.79988062974,0.010000000009313226,0.5501727737274322
657,77041.87,77041.88,18:59:56,77041.875,77041.87884267475,0.010000000009313226,0.5196287877760545
658,77048.12,77048.13,19:00:01,77048.125,77048.12986518732,0.010000000009313226,0.5369429309309256
659,77070.17,77070.18,19:00:06,77070.17499999999,77070.17523551332,0.00999999999476131,0.4143780694786082
660,77070.17,77070.18,19:00:11,77070.17499999999,77070.1759009125,0.00999999999476131,0.236222282100458
661,77045.9,77045.91,19:00:17,77045.905,77045.90998476834,0.010000000009313226,0.38287952456640834
662,77049.91,77049.92,19:00:21,77049.91500000001,77049.91580120611,0.00999999999476131,0.31739024119150855
663,77049.91,77049.92,19:00:26,77049.91500000001,77049.91682496843,0.00999999999476131,0.3027261613091449
664,77049.91,77049.92,19:00:31,77049.91500000001,77049.91971839742,0.00999999999476131,0.1894341336723909
665,77049.91,77049.92,19:00:36,77049.91500000001,77049.91961141062,0.00999999999476131,0.2510876276637751
666,77049.91,77049.92,19:00:41,77049.91500000001,77049.91229896579,0.00999999999476131,-0.027840372696762653
667,77036.17,77036.18,19:00:46,77036.17499999999,77036.17972737663,0.00999999999476131,0.1246798197795847
668,77043.61,77043.62,19:00:51,77043.61499999999,77043.61838249331,0.00999999999476131,0.2561352502638444
669,77038.21,77038.22,19:00:56,77038.215,77038.2136494921,0.00999999999476131,-0.09498777347944802
670,77038.22,77038.23,19:01:01,77038.225,77038.22991256927,0.00999999999476131,0.39554996970701106
671,77059.44,77059.45,19:01:06,77059.445,77059.44954176003,0.00999999999476131,0.43197694339252857
672,77059.44,77059.45,19:01:11,77059.445,77059.44863839963,0.00999999999476131,0.5194305436757667
673,77059.44,77059.45,19:01:16,77059.445,77059.44655024217,0.00999999999476131,0.11101570868429612
674,77059.44,77059.45,19:01:21,77059.445,77059.44760607266,0.00999999999476131,0.3152936879122325
675,77063.98,77063.99,19:01:26,77063.985,77063.98846224957,0.010000000009313226,0.4507300980834374
676,77073.4,77073.41,19:01:31,77073.405,77073.40842987182,0.010000000009313226,0.5329198865330301
677,77073.4,77073.41,19:01:36,77073.405,77073.40994858037,0.010000000009313226,0.5898236213001974
678,77076.52,77076.53,19:01:41,77076.525,77076.52999831142,0.00999999999476131,0.66289731631536
679,77076.52,77076.53,19:01:46,77076.525,77076.52357672268,0.00999999999476131,-0.3104761089478386
680,77073.05,77073.06,19:01:51,77073.055,77073.05296471428,0.00999999999476131,-0.04195295436883422
681,77050.72,77050.73,19:01:56,77050.725,77050.72811577856,0.00999999999476131,0.3658907321419159
682,77050.72,77050.73,19:02:01,77050.725,77050.72671439583,0.00999999999476131,-0.042581044527900576
683,77046.25,77046.26,19:02:06,77046.255,77046.25277675969,0.00999999999476131,-0.4190265113472259
684,77040.06,77040.07,19:02:11,77040.065,77040.06658757842,0.010000000009313226,0.011877825755182063
685,77040.06,77040.07,19:02:16,77040.065,77040.06567066722,0.010000000009313226,-0.11343696202166174
686,77047.84,77047.85,19:02:21,77047.845,77047.84953015084,0.010000000009313226,0.47000614935499385
687,77047.84,77047.85,19:02:26,77047.845,77047.84502246128,0.010000000009313226,0.20238937591705727
688,77046.97,77046.98,19:02:31,77046.975,77046.97071299396,0.00999999999476131,-0.5084018166582612
689,77036.81,77036.82,19:02:36,77036.815,77036.81710033807,0.010000000009313226,0.05572745605604049
690,77036.81,77036.82,19:02:41,77036.815,77036.8148001803,0.010000000009313226,-0.28188529667275647
691,77036.81,77036.82,19:02:46,77036.815,77036.81595245714,0.010000000009313226,-0.1781780637713437
692,77036.81,77036.82,19:02:51,77036.815,77036.819734582,0.010000000009313226,0.42292856585372757
693,77036.81,77036.82,19:02:56,77036.815,77036.8199065915,0.010000000009313226,0.47621372707397547
694,77050.04,77050.05,19:03:01,77050.045,77050.04571486395,0.010000000009313226,0.2268045494810714
695,77050.04,77050.05,19:03:06,77050.045,77050.04990515846,0.010000000009313226,0.682701384238104
696,77061.11,77061.12,19:03:12,77061.11499999999,77061.11001286986,0.00999999999476131,-0.4589603785709632
697,77053.55,77053.56,19:03:16,77053.555,77053.55088311342,0.00999999999476131,-0.23809464685521886
698,77053.55,77053.56,19:03:21,77053.555,77053.55612395822,0.00999999999476131,-0.10556547723666365
699,77053.55,77053.56,19:03:26,77053.555,77053.55968677913,0.00999999999476131,0.43418432327112383
700,77053.55,77053.56,19:03:31,77053.555,77053.55969487326,0.00999999999476131,0.4571661940550393
701,77053.55,77053.56,19:03:36,77053.555,77053.55618896848,0.00999999999476131,0.3021999203661471
702,77053.55,77053.56,19:03:41,77053.555,77053.55946542177,0.00999999999476131,0.466868156205279
703,77053.55,77053.56,19:03:46,77053.555,77053.55784558106,0.00999999999476131,0.37484608981919054
704,77053.55,77053.56,19:03:52,77053.555,77053.55000674249,0.00999999999476131,-0.31711485988595334
705,77047.55,77047.56,19:03:56,77047.555,77047.55713729777,0.00999999999476131,0.26449610444425
706,77058.03,77058.04,19:04:01,77058.035,77058.03143258675,0.00999999999476131,-0.08520482154852917
707,77051.05,77051.06,19:04:06,77051.055,77051.05210092371,0.00999999999476131,-0.3224435403268957
708,77051.05,77051.06,19:04:11,77051.055,77051.05991208459,0.00999999999476131,0.3338674148730633
709,77037.37,77037.38,19:04:17,77037.375,77037.37005947478,0.010000000009313226,-0.7367447152574725
710,77033.53,77033.54,19:04:21,77033.535,77033.539726878,0.00999999999476131,0.19245803666048636
711,77037.87,77037.88,19:04:26,77037.875,77037.87844327168,0.010000000009313226,0.6375330811370808
712,77037.87,77037.88,19:04:32,77037.875,77037.87263461895,0.010000000009313226,0.19968279228520844
713,77033.54,77033.55,19:04:36,77033.545,77033.54950016225,0.010000000009313226,0.31779904515046487
714,77033.54,77033.55,19:04:41,77033.545,77033.54772521897,0.010000000009313226,0.2331440321308666
715,77033.54,77033.55,19:04:47,77033.545,77033.54486370835,0.010000000009313226,-0.337103469219483
716,77027.52,77027.53,19:04:52,77027.525,77027.52000288293,0.00999999999476131,-0.5640211170863333
717,77027.52,77027.53,19:04:57,77027.525,77027.52171863904,0.00999999999476131,-0.40506799416343847
718,77016.3,77016.31,19:05:02,77016.305,77016.30082151214,0.00999999999476131,-0.7088263023092466
719,77016.3,77016.31,19:05:07,77016.305,77016.30976993771,0.00999999999476131,0.12034620229552237
720,77016.3,77016.31,19:05:12,77016.305,77016.30951761674,0.00999999999476131,0.0532089092669528
721,77016.3,77016.31,19:05:16,77016.305,77016.30952753362,0.00999999999476131,0.09452531664538716
722,77016.3,77016.31,19:05:22,77016.305,77016.30936037321,0.00999999999476131,0.31692319351360787
723,77019.63,77019.64,19:05:27,77019.63500000001,77019.63930553316,0.00999999999476131,0.3502768624135815
724,77022.96,77022.97,19:05:32,77022.965,77022.9678841836,0.00999999999476131,0.47624122380220013
725,77022.96,77022.97,19:05:36,77022.965,77022.96579617634,0.00999999999476131,0.07811801294524703
726,77022.96,77022.97,19:05:42,77022.965,77022.9633422075,0.00999999999476131,-0.07413307628109989
727,77022.96,77022.97,19:05:46,77022.965,77022.96376849595,0.00999999999476131,-0.09934470755160286
728,77012.82,77012.83,19:05:52,77012.82500000001,77012.82629191746,0.00999999999476131,0.15845685024009754
729,77012.82,77012.83,19:05:57,77012.82500000001,77012.8247843337,0.00999999999476131,0.10009409606309652
730,77008.05,77008.06,19:06:02,77008.055,77008.0595772213,0.00999999999476131,0.5597598539790086
731,77019.34,77019.35,19:06:07,77019.345,77019.34672964348,0.010000000009313226,0.4935770320934745
732,77019.34,77019.35,19:06:11,77019.345,77019.34967959682,0.010000000009313226,0.5856199400416168
733,77027.51,77027.52,19:06:17,77027.515,77027.51660628649,0.010000000009313226,0.4389561698189805
734,77027.51,77027.52,19:06:22,77027.515,77027.51938047782,0.010000000009313226,0.4327275969521514
735,77027.51,77027.52,19:06:27,77027.515,77027.51995051741,0.010000000009313226,0.4537687735047916
736,77033.54,77033.55,19:06:31,77033.545,77033.54471911253,0.010000000009313226,0.18516119102756398
737,77033.54,77033.55,19:06:37,77033.545,77033.54183932814,0.010000000009313226,-0.18317584735426623
738,77033.54,77033.55,19:06:42,77033.545,77033.54167707081,0.010000000009313226,-0.22404755788517433
739,77027.51,77027.52,19:06:47,77027.515,77027.51018121473,0.010000000009313226,-0.6700095548998459
740,77006.68,77006.69,19:06:51,77006.685,77006.68337022331,0.010000000009313226,0.261038618392509
741,77006.68,77006.69,19:06:57,77006.685,77006.6819357637,0.010000000009313226,0.23963919241843748
742,77000.28,77000.29,19:07:02,77000.285,77000.28828541597,0.00999999999476131,0.19200359048185145
743,77000.28,77000.29,19:07:07,77000.285,77000.28852536077,0.00999999999476131,0.30397826641757225
744,77000.28,77000.29,19:07:12,77000.285,77000.28949330548,0.00999999999476131,0.5454620685791847
745,77006.35,77006.36,19:07:17,77006.35500000001,77006.3589109382,0.00999999999476131,0.5855553500932932
746,77014.39,77014.4,19:07:22,77014.39499999999,77014.39967429492,0.00999999999476131,0.730121464938348
747,77014.39,77014.4,19:07:27,77014.39499999999,77014.39998688143,0.00999999999476131,0.7649083623724399
748,77014.83,77014.84,19:07:32,77014.83499999999,77014.83939835797,0.00999999999476131,-0.27881991214320023
749,77014.83,77014.84,19:07:37,77014.83499999999,77014.8366022991,0.00999999999476131,-0.5955874739131752
750,77014.83,77014.84,19:07:42,77014.83499999999,77014.83515744495,0.00999999999476131,-0.6928638588132527
751,77014.83,77014.84,19:07:47,77014.83499999999,77014.83365586314,0.00999999999476131,-0.7223082462965736
752,77014.83,77014.84,19:07:52,77014.83499999999,77014.8377445932,0.00999999999476131,-0.66629851104718
753,77014.83,77014.84,19:07:57,77014.83499999999,77014.83919115762,0.00999999999476131,-0.6185520577528111
754,77019.99,77020.0,19:08:02,77019.995,77019.99065637817,0.00999999999476131,-0.5077670166984327
755,77019.99,77020.0,19:08:07,77019.995,77019.99218802978,0.00999999999476131,0.04931001775846081
756,77031.99,77032.0,19:08:12,77031.995,77031.99606539127,0.00999999999476131,0.4029306088076519
757,77046.67,77046.68,19:08:17,77046.67499999999,77046.67226478152,0.00999999999476131,0.026005723162090155
758,77046.67,77046.68,19:08:22,77046.67499999999,77046.67525923798,0.00999999999476131,0.276622619927181
759,77046.67,77046.68,19:08:27,77046.67499999999,77046.67530132442,0.00999999999476131,0.26758210305739294
760,77046.67,77046.68,19:08:32,77046.67499999999,77046.67602618007,0.00999999999476131,0.46271904909365735
761,77046.67,77046.68,19:08:37,77046.67499999999,77046.67426084886,0.00999999999476131,0.2737871067237779
762,77046.67,77046.68,19:08:42,77046.67499999999,77046.6755584544,0.00999999999476131,0.31425072287469386
763,77046.67,77046.68,19:08:47,77046.67499999999,77046.67534646158,0.00999999999476131,0.2847532029061653
764,77046.67,77046.68,19:08:52,77046.67499999999,77046.67492394497,0.00999999999476131,0.17374383539397917
765,77046.67,77046.68,19:08:57,77046.67499999999,77046.67566736555,0.00999999999476131,0.341868861889191
766,77046.99,77047.0,19:09:02,77046.995,77046.9988613412,0.00999999999476131,0.7669235281741854
767,77046.99,77047.0,19:09:07,77046.995,77046.99706091326,0.00999999999476131,0.49008644647399197
768,77037.96,77037.97,19:09:12,77037.965,77037.96064829525,0.00999999999476131,-0.6375345366560428
769,77037.96,77037.97,19:09:17,77037.965,77037.96268152833,0.00999999999476131,-0.5247781073074573
770,77037.96,77037.97,19:09:22,77037.965,77037.96287579212,0.00999999999476131,-0.5151904680092845
771,77037.96,77037.97,19:09:27,77037.965,77037.9661689301,0.00999999999476131,-0.14353372245708906
772,77037.96,77037.97,19:09:32,77037.965,77037.96983371963,0.00999999999476131,0.31325489979746135
773,77044.01,77044.02,19:09:37,77044.015,77044.01838826103,0.010000000009313226,0.3353932963933235
774,77040.89,77040.9,19:09:42,77040.89499999999,77040.89424610088,0.00999999999476131,-0.3169057808828732
775,77040.89,77040.9,19:09:47,77040.89499999999,77040.89502036796,0.00999999999476131,-0.257384267590603
776,77040.89,77040.9,19:09:52,77040.89499999999,77040.89506058782,0.00999999999476131,-0.2989624137517047
777,77040.89,77040.9,19:09:57,77040.89499999999,77040.89557265214,0.00999999999476131,-0.22115097050907032
778,77040.89,77040.9,19:10:02,77040.89499999999,77040.89588584607,0.00999999999476131,-0.11046064632028132
779,77040.89,77040.9,19:10:07,77040.89499999999,77040.89308586906,0.00999999999476131,-0.39415578064363965
780,76982.09,76982.1,19:10:12,76982.095,76982.09339260355,0.010000000009313226,-0.4124894264691816
781,76985.98,76985.99,19:10:17,76985.985,76985.9893935806,0.010000000009313226,0.3606281055107556
782,76994.29,76994.3,19:10:22,76994.295,76994.29091357601,0.010000000009313226,-0.17940219590565723
783,76994.29,76994.3,19:10:27,76994.295,76994.29822391964,0.010000000009313226,0.34010884801142816
784,77005.41,77005.6,19:10:32,77005.505,77005.59836661372,0.1900000000023283,0.8971981183069513
785,76995.44,76995.45,19:10:37,76995.445,76995.44246416778,0.00999999999476131,-0.40677447778192044
786,76995.44,76995.45,19:10:42,76995.445,76995.44998078069,0.00999999999476131,0.5646505454456832
787,77002.8,77002.81,19:10:47,77002.805,77002.80945246891,0.00999999999476131,0.5959514388802061
788,77002.8,77002.81,19:10:52,77002.805,77002.80978855044,0.00999999999476131,0.6389702193385457
789,77002.8,77002.81,19:10:57,77002.805,77002.80853969239,0.00999999999476131,0.5269454545720772
790,77002.8,77002.81,19:11:02,77002.805,77002.80725286849,0.00999999999476131,0.3614297488436816
791,76996.58,76996.59,19:11:07,76996.58499999999,76996.58160515758,0.00999999999476131,-0.3049397968511425
792,76996.58,76996.59,19:11:12,76996.58499999999,76996.58596731593,0.00999999999476131,0.030554548450367067
793,76996.58,76996.59,19:11:17,76996.58499999999,76996.58579158863,0.00999999999476131,0.1384717281694081
794,76996.58,76996.59,19:11:22,76996.58499999999,76996.58650438773,0.00999999999476131,0.26261887079208557
795,76996.58,76996.59,19:11:27,76996.58499999999,76996.58293368,0.00999999999476131,-0.24057750740000017
796,76989.72,76989.73,19:11:32,76989.725,76989.72034102805,0.00999999999476131,-0.6852014979851434
797,76982.16,76982.17,19:11:37,76982.16500000001,76982.16128912003,0.00999999999476131,-0.6072170874012244
798,76982.16,76982.17,19:11:42,76982.16500000001,76982.16165725193,0.00999999999476131,-0.6624051651401386
799,76980.1,76980.11,19:11:47,76980.10500000001,76980.10148694563,0.00999999999476131,-0.4932896180167245
800,76980.1,76980.11,19:11:52,76980.10500000001,76980.1028417776,0.00999999999476131,-0.5698338782654646
801,76980.1,76980.11,19:11:57,76980.10500000001,76980.10617147251,0.00999999999476131,-0.21548804437012364
802,77002.99,77003.0,19:12:02,77002.995,77002.9992205047,0.00999999999476131,0.4343706238826169
803,77002.99,77003.0,19:12:07,77002.995,77002.9910789539,0.00999999999476131,-0.00569985538738108
804,77002.99,77003.0,19:12:12,77002.995,77002.99207839853,0.00999999999476131,-0.32676468652104385
805,76998.81,76998.82,19:12:17,76998.815,76998.81135654318,0.010000000009313226,-0.43491403719456007
806,76992.85,76992.86,19:12:22,76992.85500000001,76992.8563016586,0.00999999999476131,0.17369145576734868
807,77000.74,77000.75,19:12:27,77000.745,77000.74491350191,0.00999999999476131,0.24429155078721068
808,77000.74,77000.75,19:12:32,77000.745,77000.74830910248,0.00999999999476131,0.4036836445379109
809,77002.99,77003.0,19:12:37,77002.995,77002.99485963964,0.00999999999476131,0.23269222296048117
810,77002.99,77003.0,19:12:42,77002.995,77002.99551724456,0.00999999999476131,0.25335948674909253
811,77002.99,77003.0,19:12:47,77002.995,77002.99321352107,0.00999999999476131,-0.10663663318725432
812,77002.99,77003.0,19:12:53,77002.995,77002.9934377834,0.00999999999476131,-0.11197875200351759
813,77002.99,77003.0,19:12:57,77002.995,77002.9961230498,0.00999999999476131,0.0885494047432026
814,77002.99,77003.0,19:13:02,77002.995,77002.99616214588,0.00999999999476131,0.040996091417694364
815,77002.99,77003.0,19:13:08,77002.995,77002.99369746933,0.00999999999476131,-0.14624345355469315
816,77002.99,77003.0,19:13:12,77002.995,77002.99565711862,0.00999999999476131,-0.040045020691000424
817,77003.15,77003.16,19:13:17,77003.155,77003.15705784326,0.010000000009313226,0.17186936387061774
818,77003.15,77003.16,19:13:23,77003.155,77003.15646333563,0.010000000009313226,0.06682058689893157
819,77000.75,77000.76,19:13:27,77000.755,77000.75117844458,0.00999999999476131,-0.49229309103707236
820,76995.22,76995.23,19:13:33,76995.225,76995.2259739803,0.00999999999476131,-0.1779880976362418
821,76995.22,76995.23,19:13:37,76995.225,76995.22212659424,0.00999999999476131,-0.44367248081692673
822,76987.13,76987.14,19:13:42,76987.13500000001,76987.1318506688,0.00999999999476131,-0.4638272164325633
823,76987.13,76987.14,19:13:48,76987.13500000001,76987.13379244978,0.00999999999476131,-0.31001164919651164
824,76987.13,76987.14,19:13:52,76987.13500000001,76987.13198594483,0.00999999999476131,-0.4555876193383315
825,76979.77,76979.78,19:13:58,76979.775,76979.77960913484,0.00999999999476131,0.31549601864594246
