snapshot,timestamp,mid_price,spread,imbalance
3787,2026-05-21 19:29:02,77332.11890453786,0.00999999999476131,-0.7583680308928002
3788,2026-05-21 19:29:06,77327.28914907736,0.00999999999476131,-0.7287300117370737
3789,2026-05-21 19:29:12,77325.32994392309,0.00999999999476131,-0.9879479654944865
3790,2026-05-21 19:29:17,77323.10929616094,0.00999999999476131,-0.8425028103996747
3791,2026-05-21 19:29:21,77323.10892785463,0.00999999999476131,-0.7832766671484863
3792,2026-05-21 19:29:27,77323.10894506668,0.00999999999476131,-0.7868049640311269
3793,2026-05-21 19:29:32,77323.10889952339,0.00999999999476131,-0.7784989155754474
3794,2026-05-21 19:29:37,77323.10889806878,0.00999999999476131,-0.7784559277845592
3795,2026-05-21 19:29:42,77323.10883818351,0.00999999999476131,-0.766476284553828
3796,2026-05-21 19:29:46,77323.10888149434,0.00999999999476131,-0.7750929048127805
3797,2026-05-21 19:29:52,77323.10855264154,0.00999999999476131,-0.7095264215090223
3798,2026-05-21 19:29:57,77323.09931253779,0.010000000009313226,-0.8803850791363799
3799,2026-05-21 19:30:02,77323.09894051046,0.010000000009313226,-0.821014851449427
3800,2026-05-21 19:30:07,77323.09896981869,0.010000000009313226,-0.6950727670503187
3801,2026-05-21 19:30:11,77323.09897176725,0.010000000009313226,-0.6999354831141715
3802,2026-05-21 19:30:17,77323.09731112164,0.010000000009313226,-0.4453620639761368
3803,2026-05-21 19:30:21,77323.097466881,0.010000000009313226,-0.4715151328661286
3804,2026-05-21 19:30:26,77323.09751768791,0.010000000009313226,-0.4885501699440535
3805,2026-05-21 19:30:32,77323.09795162665,0.010000000009313226,-0.5827715902967189
3806,2026-05-21 19:30:37,77323.0943034369,0.010000000009313226,0.16574642272371332
3807,2026-05-21 19:30:42,77323.09444793397,0.010000000009313226,0.13084886692999162
3808,2026-05-21 19:30:47,77323.09228164663,0.010000000009313226,0.6071962163373189
3809,2026-05-21 19:30:52,77337.73129603494,0.010000000009313226,0.7501242557055684
3810,2026-05-21 19:30:57,77352.47007002778,0.00999999999476131,0.9854128859567316
3811,2026-05-21 19:31:02,77370.00755104564,0.00999999999476131,-0.4947432112502182
3812,2026-05-21 19:31:07,77369.67930919789,0.00999999999476131,-0.8771671536638264
3813,2026-05-21 19:31:11,77369.67884785772,0.00999999999476131,-0.6797586679576455
3814,2026-05-21 19:31:17,77369.67043684729,0.00999999999476131,0.9166171885137286
3815,2026-05-21 19:31:22,77371.9900386851,0.00999999999476131,0.9902543219862309
3816,2026-05-21 19:31:27,77371.99578781812,0.00999999999476131,-0.13559793798709713
3817,2026-05-21 19:31:32,77371.99308318713,0.00999999999476131,0.3960514536372516
3818,2026-05-21 19:31:37,77371.99404938714,0.00999999999476131,0.2083859186704938
3819,2026-05-21 19:31:42,77354.63798999984,0.00999999999476131,-0.6679276640185723
3820,2026-05-21 19:31:47,77354.63728288516,0.00999999999476131,-0.454479097544791
3821,2026-05-21 19:31:52,77354.63694727866,0.00999999999476131,-0.395530027847822
3822,2026-05-21 19:31:57,77354.63282582205,0.00999999999476131,0.43371726319586273
3823,2026-05-21 19:32:02,77354.63358714455,0.00999999999476131,0.28189251260337567
3824,2026-05-21 19:32:07,77354.63299501366,0.00999999999476131,0.3998893670613038
3825,2026-05-21 19:32:12,77354.63313918133,0.00999999999476131,0.3710793040776353
3826,2026-05-21 19:32:17,77354.63405311175,0.00999999999476131,0.19082227118542747
3827,2026-05-21 19:32:22,77354.6341897891,0.00999999999476131,0.16213421513465162
3828,2026-05-21 19:32:27,77354.63735698303,0.00999999999476131,-0.45302357812006594
3829,2026-05-21 19:32:32,77354.63724205598,0.00999999999476131,-0.45340121003956063
3830,2026-05-21 19:32:37,77354.6390727714,0.00999999999476131,-0.8236154907566834
3831,2026-05-21 19:32:42,77354.63852960002,0.00999999999476131,-0.7091222827802445
3832,2026-05-21 19:32:47,77354.63669918368,0.00999999999476131,-0.35060566048567654
3833,2026-05-21 19:32:52,77354.63659009765,0.00999999999476131,-0.3273957733583773
3834,2026-05-21 19:32:57,77354.63588657824,0.00999999999476131,-0.187101556204588
3835,2026-05-21 19:33:02,77354.63635215804,0.00999999999476131,-0.2797170514577634
3836,2026-05-21 19:33:07,77354.6364237239,0.00999999999476131,-0.2941800214259166
3837,2026-05-21 19:33:12,77342.45945111099,0.010000000009313226,-0.8917974626213827
3838,2026-05-21 19:33:17,77338.00998786768,0.00999999999476131,-0.9980695231203055
3839,2026-05-21 19:33:22,77330.39965851579,0.00999999999476131,-0.9302262323710739
3840,2026-05-21 19:33:27,77327.28944750642,0.00999999999476131,-0.8719218328999195
3841,2026-05-21 19:33:32,77320.64999858403,0.00999999999476131,-0.9840827935161837
3842,2026-05-21 19:33:37,77318.64948980664,0.00999999999476131,-0.8961221693456898
3843,2026-05-21 19:33:42,77318.64921254356,0.00999999999476131,-0.8401550792059805
3844,2026-05-21 19:33:47,77318.64924316705,0.00999999999476131,-0.8464296748113747
